en
S,en,Ukraine,ru,Украина,ru,Україна
T,en,Kachanivka,ru,Качанiвка,ua,Качанiвка
T,en,Krupichpole,ru,Крупичполе,ua,Крупичполе
T,en,Martinivka,ru,Мартинiвка,ua,Мартинiвка
T,en,Monastirische,ru,Монастирище,ua,Монастирище
T,en,Parafiyivka,ru,Парафiївка,ua,Парафiївка
T,en,Priputni,ru,Припутнi,ua,Припутнi
T,en,Rozhnivka,ru,Рожнiвка,ua,Рожнiвка
T,en,Sez'ki,ru,Сезьки,ua,Сезьки
T,en,Stupakivka,ru,Ступакiвка,ua,Ступакiвка
T,en,Tishkivka,ru,Тишкiвка,ua,Тишкiвка
T,en,Tomashivka,ru,Томашiвка,ua,Томашiвка
T,en,Trostjanets',ru,Тростянець,ua,Тростянець
T,en,Haenki,ru,Хаенки,ua,Хаенки
T,en,Shilovichi,ru,Шиловичi,ua,Шиловичi
T,en,Schurivka,ru,Щурiвка,ua,Щурiвка
T,en,Juzhne,ru,Южне,ua,Южне
T,en,Berlozi,ru,Берлози,ua,Берлози
T,en,Bilejki,ru,Бiлейки,ua,Бiлейки
T,en,Birki,ru,Бiрки,ua,Бiрки
T,en,Borsukiv,ru,Борсукiв,ua,Борсукiв
T,en,Brigintsi,ru,Бригинцi,ua,Бригинцi
T,en,Bulahiv,ru,Булахiв,ua,Булахiв
T,en,Vipovziv,ru,Виповзiв,ua,Виповзiв
T,en,Vovchok,ru,Вовчок,ua,Вовчок
T,en,Gladke,ru,Гладке,ua,Гладке
T,en,Glamazdi,ru,Гламазди,ua,Гламазди
T,en,Danivka,ru,Данiвка,ua,Данiвка
T,en,Desna,ru,Десна,ua,Десна
T,en,Ivminka,ru,Iвминка,ua,Iвминка
T,en,Zhukivschina,ru,Жукiвщина,ua,Жукiвщина
T,en,Karpilivka,ru,Карпилiвка,ua,Карпилiвка
T,en,Kipti,ru,Кiптi,ua,Кiптi
T,en,Kozelets',ru,Козелець,ua,Козелець
T,en,Korop'e,ru,Короп'є,ua,Короп'є
T,en,Kosachivka,ru,Косачiвка,ua,Косачiвка
T,en,Kotiv,ru,Котiв,ua,Котiв
T,en,Krasilivka,ru,Красилiвка,ua,Красилiвка
T,en,Krehayiv,ru,Крехаїв,ua,Крехаїв
T,en,Lemeshi,ru,Лемешi,ua,Лемешi
T,en,Ljubechaniniv,ru,Любечанинiв,ua,Любечанинiв
T,en,Maksim,ru,Максим,ua,Максим
T,en,Morivs'k,ru,Морiвськ,ua,Морiвськ
T,en,Nadinivka,ru,Надинiвка,ua,Надинiвка
T,en,Nichogivka,ru,Нiчогiвка,ua,Нiчогiвка
T,en,Novij shljah,ru,Новий Шлях,ua,Новий Шлях
T,en,Odintsi,ru,Одинцi,ua,Одинцi
T,en,Olbin,ru,Олбин,ua,Олбин
T,en,Oleksiyivschina,ru,Олексiївщина,ua,Олексiївщина
T,en,Omeljaniv,ru,Омелянiв,ua,Омелянiв
T,en,Oster,ru,Остер,ua,Остер
T,en,Parhimiv,ru,Пархимiв,ua,Пархимiв
T,en,Patjuti,ru,Патюти,ua,Патюти
T,en,Petrivs'ke,ru,Петрiвське,ua,Петрiвське
T,en,Piljatin,ru,Пилятин,ua,Пилятин
T,en,Pidlisne,ru,Пiдлiсне,ua,Пiдлiсне
T,en,Progres,ru,Прогрес,ua,Прогрес
T,en,Savin,ru,Савин,ua,Савин
T,en,Sirayi,ru,Сираї,ua,Сираї
T,en,Skripchin,ru,Скрипчин,ua,Скрипчин
T,en,Stavis'ke,ru,Ставиське,ua,Ставиське
T,en,Tuzhar,ru,Тужар,ua,Тужар
T,en,Hreschate,ru,Хрещате,ua,Хрещате
T,en,CHasnivtsi,ru,Часнiвцi,ua,Часнiвцi
T,en,CHemer,ru,Чемер,ua,Чемер
T,en,Atjusha,ru,Атюша,ua,Атюша
T,en,Budische,ru,Будище,ua,Будище
T,en,Verba,ru,Верба,ua,Верба
T,en,Vishen'ki,ru,Вишеньки,ua,Вишеньки
T,en,Vil'ne,ru,Вiльне,ua,Вiльне
T,en,Zhovtneve,ru,Жовтневе,ua,Жовтневе
T,en,Ivan'kiv,ru,Iванькiв,ua,Iванькiв
T,en,Karil's'ke,ru,Карильське,ua,Карильське
T,en,Komunistichne,ru,Комунiстичне,ua,Комунiстичне
T,en,Korop,ru,Короп,ua,Короп
T,en,Krasnopillja,ru,Краснопiлля,ua,Краснопiлля
T,en,Kriski,ru,Криски,ua,Криски
T,en,Luknove,ru,Лукнове,ua,Лукнове
T,en,Mezin,ru,Мезин,ua,Мезин
T,en,Nehayivka,ru,Нехаївка,ua,Нехаївка
T,en,Obolonnja,ru,Оболоння,ua,Оболоння
T,en,Pokoshichi,ru,Покошичi,ua,Покошичi
T,en,Ponornitsja,ru,Понорниця,ua,Понорниця
T,en,Proletars'ke,ru,Пролетарське,ua,Пролетарське
T,en,Radichiv,ru,Радичiв,ua,Радичiв
T,en,Rajgorodok,ru,Райгородок,ua,Райгородок
T,en,Ribotin,ru,Риботин,ua,Риботин
T,en,Rizhki,ru,Рижки,ua,Рижки
T,en,Rozl'oti,ru,Розльоти,ua,Розльоти
T,en,Sverdlovka,ru,Свердловка,ua,Свердловка
T,en,Sohachi,ru,Сохачi,ua,Сохачi
T,en,CHervone,ru,Червоне,ua,Червоне
T,en,Shabaliniv,ru,Шабалинiв,ua,Шабалинiв
T,en,Biloshits'ka sloboda,ru,Бiлошицька Слобода,ua,Бiлошицька Слобода
T,en,Brech,ru,Бреч,ua,Бреч
T,en,Domashlin,ru,Домашлин,ua,Домашлин
T,en,Zhuklja,ru,Жукля,ua,Жукля
T,en,Zabarivka,ru,Забарiвка,ua,Забарiвка
T,en,Kamka,ru,Камка,ua,Камка
T,en,Kozilivka,ru,Козилiвка,ua,Козилiвка
T,en,Korjukivka,ru,Корюкiвка,ua,Корюкiвка
T,en,Lupasove,ru,Лупасове,ua,Лупасове
T,en,Naumivka,ru,Наумiвка,ua,Наумiвка
T,en,Oleksandrivka,ru,Олександрiвка,ua,Олександрiвка
T,en,Ohramievichi,ru,Охрамiєвичi,ua,Охрамiєвичi
T,en,Pereljub,ru,Перелюб,ua,Перелюб
T,en,Pribin',ru,Прибинь,ua,Прибинь
T,en,Rejmentarivka,ru,Рейментарiвка,ua,Рейментарiвка
T,en,Ribins'k,ru,Рибинськ,ua,Рибинськ
T,en,Savinki,ru,Савинки,ua,Савинки
T,en,Sahutivka,ru,Сахутiвка,ua,Сахутiвка
T,en,Sosnivka,ru,Соснiвка,ua,Соснiвка
T,en,Sjadrine,ru,Сядрине,ua,Сядрине
T,en,Tjutjunnitsja,ru,Тютюнниця,ua,Тютюнниця
T,en,Holmi,ru,Холми,ua,Холми
T,en,Shishkivka,ru,Шишкiвка,ua,Шишкiвка
T,en,Avdiyivka,ru,Авдiївка,ua,Авдiївка
T,en,Baklanova muravijka,ru,Бакланова Муравiйка,ua,Бакланова Муравiйка
T,en,Veresoch,ru,Вересоч,ua,Вересоч
T,en,Vershinova muravijka,ru,Вершинова Муравiйка,ua,Вершинова Муравiйка
T,en,Vibli,ru,Виблi,ua,Виблi
T,en,Gorbove,ru,Горбове,ua,Горбове
T,en,Grabivka,ru,Грабiвка,ua,Грабiвка
T,en,Drimajlivka,ru,Дрiмайлiвка,ua,Дрiмайлiвка
T,en,Drozdivka,ru,Дроздiвка,ua,Дроздiвка
T,en,Zhukivka,ru,Жукiвка,ua,Жукiвка
T,en,Klad'kivka,ru,Кладькiвка,ua,Кладькiвка
T,en,Kovchin,ru,Ковчин,ua,Ковчин
T,en,Kulikivka,ru,Куликiвка,ua,Куликiвка
T,en,Orlivka,ru,Орлiвка,ua,Орлiвка
T,en,Saltikova divitsja,ru,Салтикова Дiвиця,ua,Салтикова Дiвиця
T,en,Smoljanka,ru,Смолянка,ua,Смолянка
T,en,Hibalivka,ru,Хибалiвка,ua,Хибалiвка
T,en,Berezna,ru,Березна,ua,Березна
T,en,Bigach,ru,Бiгач,ua,Бiгач
T,en,Blistova,ru,Блистова,ua,Блистова
T,en,Borkivka,ru,Боркiвка,ua,Боркiвка
T,en,Velichkivka,ru,Величкiвка,ua,Величкiвка
T,en,Voloskivtsi,ru,Волоскiвцi,ua,Волоскiвцi
T,en,Gorodische,ru,Городище,ua,Городище
T,en,Gusavka,ru,Гусавка,ua,Гусавка
T,en,Danilivka,ru,Данилiвка,ua,Данилiвка
T,en,Djagova,ru,Дягова,ua,Дягова
T,en,Zhovtneve,ru,Жовтневе,ua,Жовтневе
T,en,Kiselivka,ru,Киселiвка,ua,Киселiвка
T,en,Kukovichi,ru,Куковичi,ua,Куковичi
T,en,Leninivka,ru,Ленiнiвка,ua,Ленiнiвка
T,en,Liski,ru,Лiски,ua,Лiски
T,en,Lokniste,ru,Локнисте,ua,Локнисте
T,en,Makoshine,ru,Макошине,ua,Макошине
T,en,Maksaki,ru,Максаки,ua,Максаки
T,en,Mena,ru,Мена,ua,Мена
T,en,Mikolayivka,ru,Миколаївка,ua,Миколаївка
T,en,Os'maki,ru,Осьмаки,ua,Осьмаки
T,en,Semenivka,ru,Семенiвка,ua,Семенiвка
T,en,Sinjavka,ru,Синявка,ua,Синявка
T,en,Slobidka,ru,Слобiдка,ua,Слобiдка
T,en,Stepanivka,ru,Степанiвка,ua,Степанiвка
T,en,Stol'ne,ru,Стольне,ua,Стольне
T,en,Ushnja,ru,Ушня,ua,Ушня
T,en,Fes'kivka,ru,Феськiвка,ua,Феськiвка
T,en,CHapaevka,ru,Чапаєвка,ua,Чапаєвка
T,en,Bezuglivka,ru,Безуглiвка,ua,Безуглiвка
T,en,Berezanka,ru,Березанка,ua,Березанка
T,en,Burkivka,ru,Буркiвка,ua,Буркiвка
T,en,Velika doroga,ru,Велика Дорога,ua,Велика Дорога
T,en,Velika koshelivka,ru,Велика Кошелiвка,ua,Велика Кошелiвка
T,en,Vertiyivka,ru,Вертiївка,ua,Вертiївка
T,en,Viktorivka,ru,Вiкторiвка,ua,Вiкторiвка
T,en,Galitsja,ru,Галиця,ua,Галиця
T,en,Grigoro-ivanivka,ru,Григоро-Iванiвка,ua,Григоро-Iванiвка
T,en,Danine,ru,Данине,ua,Данине
T,en,Dubolugivka,ru,Дуболугiвка,ua,Дуболугiвка
T,en,Zan'ki,ru,Заньки,ua,Заньки
T,en,Kolisniki,ru,Колiсники,ua,Колiсники
T,en,Kropivne,ru,Кропивне,ua,Кропивне
T,en,Kruti,ru,Крути,ua,Крути
T,en,Kukshin,ru,Кукшин,ua,Кукшин
T,en,Kunashivka,ru,Кунашiвка,ua,Кунашiвка
T,en,Lipiv rig,ru,Липiв Рiг,ua,Липiв Рiг
T,en,Losinivka,ru,Лосинiвка,ua,Лосинiвка
T,en,Mala koshelivka,ru,Мала Кошелiвка,ua,Мала Кошелiвка
T,en,Nizhin,ru,Нiжин,ua,Нiжин
T,en,Pashkivka,ru,Пашкiвка,ua,Пашкiвка
T,en,Perebudova,ru,Перебудова,ua,Перебудова
T,en,Peremoga,ru,Перемога,ua,Перемога
T,en,Perejaslivka,ru,Переяслiвка,ua,Переяслiвка
T,en,Sal'ne,ru,Сальне,ua,Сальне
T,en,Svitanok,ru,Свiтанок,ua,Свiтанок
T,en,Stodoli,ru,Стодоли,ua,Стодоли
T,en,Talalayivka,ru,Талалаївка,ua,Талалаївка
T,en,Tereshkivka,ru,Терешкiвка,ua,Терешкiвка
T,en,CHervonij shljah,ru,Червоний Шлях,ua,Червоний Шлях
T,en,CHernjahivka,ru,Черняхiвка,ua,Черняхiвка
T,en,Shatura,ru,Шатура,ua,Шатура
T,en,Shnjakivka,ru,Шнякiвка,ua,Шнякiвка
T,en,Berezova gat',ru,Березова Гать,ua,Березова Гать
T,en,Birine,ru,Бирине,ua,Бирине
T,en,Blistova,ru,Блистова,ua,Блистова
T,en,Budo-vorob'yivs'ka,ru,Будо-Вороб'ївська,ua,Будо-Вороб'ївська
T,en,Buchki,ru,Бучки,ua,Бучки
T,en,Vorob'yivka,ru,Вороб'ївка,ua,Вороб'ївка
T,en,Girki,ru,Гiрки,ua,Гiрки
T,en,Gorbove,ru,Горбове,ua,Горбове
T,en,Grem'jach,ru,Грем'яч,ua,Грем'яч
T,en,Digtjarivka,ru,Дiгтярiвка,ua,Дiгтярiвка
T,en,Kam'jans'ka sloboda,ru,Кам'янська Слобода,ua,Кам'янська Слобода
T,en,Kirove,ru,Кiрове,ua,Кiрове
T,en,Kovpinka,ru,Ковпинка,ua,Ковпинка
T,en,Koman',ru,Комань,ua,Комань
T,en,Kudlayivka,ru,Кудлаївка,ua,Кудлаївка
T,en,Larinivka,ru,Ларинiвка,ua,Ларинiвка
T,en,Len'kove,ru,Ленькове,ua,Ленькове
T,en,Lizunivka,ru,Лизунiвка,ua,Лизунiвка
T,en,Liskonogi,ru,Лiсконоги,ua,Лiсконоги
T,en,Mamekine,ru,Мамекине,ua,Мамекине
T,en,Novgorod-sivers'kij,ru,Новгород-Сiверський,ua,Новгород-Сiверський
T,en,Ob'Ednane,ru,Об'Єднане,ua,Об'Єднане
T,en,Orlivka,ru,Орлiвка,ua,Орлiвка
T,en,Pechenjugi,ru,Печенюги,ua,Печенюги
T,en,Popivka,ru,Попiвка,ua,Попiвка
T,en,Slobidka,ru,Слобiдка,ua,Слобiдка
T,en,Smjach,ru,Смяч,ua,Смяч
T,en,Stahorschina,ru,Стахорщина,ua,Стахорщина
T,en,Urzuj,ru,Урзуй,ua,Урзуй
T,en,Fayivka,ru,Фаївка,ua,Фаївка
T,en,CHajkine,ru,Чайкине,ua,Чайкине
T,en,Sheptaki,ru,Шептаки,ua,Шептаки
T,en,Adamivka,ru,Адамiвка,ua,Адамiвка
T,en,Gannivka,ru,Ганнiвка,ua,Ганнiвка
T,en,Derzhanivka,ru,Держанiвка,ua,Держанiвка
T,en,Doslidne,ru,Дослiдне,ua,Дослiдне
T,en,Irzhavets',ru,Iржавець,ua,Iржавець
T,en,Kalinivka,ru,Калинiвка,ua,Калинiвка
T,en,Kozari,ru,Козари,ua,Козари
T,en,Kolomijtsivka,ru,Коломiйцiвка,ua,Коломiйцiвка
T,en,Lihachiv,ru,Лихачiв,ua,Лихачiв
T,en,Makiyivka,ru,Макiївка,ua,Макiївка
T,en,Mrin,ru,Мрин,ua,Мрин
T,en,Nosivka,ru,Носiвка,ua,Носiвка
T,en,Ploske,ru,Плоске,ua,Плоске
T,en,Pustotine,ru,Пустотине,ua,Пустотине
T,en,Rivchak-stepanivka,ru,Рiвчак-Степанiвка,ua,Рiвчак-Степанiвка
T,en,Selische,ru,Селище,ua,Селище
T,en,Sofiyivka,ru,Софiївка,ua,Софiївка
T,en,Stepovi hutori,ru,Степовi Хутори,ua,Степовi Хутори
T,en,Sulak,ru,Сулак,ua,Сулак
T,en,Tertishniki,ru,Тертишники,ua,Тертишники
T,en,Hotinivka,ru,Хотинiвка,ua,Хотинiвка
T,en,CHervoni partizani,ru,Червонi Партизани,ua,Червонi Партизани
T,en,Bilorichitsja,ru,Бiлорiчиця,ua,Бiлорiчиця
T,en,Biloshapki,ru,Бiлошапки,ua,Бiлошапки
T,en,Bogdanivka,ru,Богданiвка,ua,Богданiвка
T,en,Borshna,ru,Боршна,ua,Боршна
T,en,Bubnivschina,ru,Бубнiвщина,ua,Бубнiвщина
T,en,Valki,ru,Валки,ua,Валки
T,en,Velika divitsja,ru,Велика Дiвиця,ua,Велика Дiвиця
T,en,Golubivka,ru,Голубiвка,ua,Голубiвка
T,en,Didivtsi,ru,Дiдiвцi,ua,Дiдiвцi
T,en,Dubovij gaj,ru,Дубовий Гай,ua,Дубовий Гай
T,en,Zhovtneve,ru,Жовтневе,ua,Жовтневе
T,en,Zayizd,ru,Заїзд,ua,Заїзд
T,en,Zamostja,ru,Замостя,ua,Замостя
T,en,Znam'JAnka,ru,Знам'Янка,ua,Знам'Янка
T,en,Ivkivtsi,ru,Iвкiвцi,ua,Iвкiвцi
T,en,Kanivschina,ru,Канiвщина,ua,Канiвщина
T,en,Krasljani,ru,Красляни,ua,Красляни
T,en,Ladan,ru,Ладан,ua,Ладан
T,en,Linovitsja,ru,Линовиця,ua,Линовиця
T,en,Lisovi sorochintsi,ru,Лiсовi Сорочинцi,ua,Лiсовi Сорочинцi
T,en,Mala divitsja,ru,Мала Дiвиця,ua,Мала Дiвиця
T,en,Malkivka,ru,Малкiвка,ua,Малкiвка
T,en,Matsiyivka,ru,Мацiївка,ua,Мацiївка
T,en,Netjazhine,ru,Нетяжине,ua,Нетяжине
T,en,Nova greblja,ru,Нова Гребля,ua,Нова Гребля
T,en,Obichiv,ru,Обичiв,ua,Обичiв
T,en,Ohin'ki,ru,Охиньки,ua,Охиньки
T,en,Perevolochna,ru,Переволочна,ua,Переволочна
T,en,Pershe travnja,ru,Перше Травня,ua,Перше Травня
T,en,Petrivka,ru,Петрiвка,ua,Петрiвка
T,en,Piddubivka,ru,Пiддубiвка,ua,Пiддубiвка
T,en,Pogrebi,ru,Погреби,ua,Погреби
T,en,Podische,ru,Подище,ua,Подище
T,en,Polonki,ru,Полонки,ua,Полонки
T,en,Priluki,ru,Прилуки,ua,Прилуки
T,en,Rudivka,ru,Рудiвка,ua,Рудiвка
T,en,Rjashki,ru,Ряшки,ua,Ряшки
T,en,Sergiyivka,ru,Сергiївка,ua,Сергiївка
T,en,Smosh,ru,Смош,ua,Смош
T,en,Suhopolova,ru,Сухополова,ua,Сухополова
T,en,Tovkachivka,ru,Товкачiвка,ua,Товкачiвка
T,en,Udajtsi,ru,Удайцi,ua,Удайцi
T,en,JAblunivka,ru,Яблунiвка,ua,Яблунiвка
T,en,Velika vis',ru,Велика Вiсь,ua,Велика Вiсь
T,en,Velikij zliyiv,ru,Великий Злiїв,ua,Великий Злiїв
T,en,Verbichi,ru,Вербичi,ua,Вербичi
T,en,Vishneve,ru,Вишневе,ua,Вишневе
T,en,Vorob'YIv,ru,Вороб'Їв,ua,Вороб'Їв
T,en,Golubichi,ru,Голубичi,ua,Голубичi
T,en,Gornostayivka,ru,Горностаївка,ua,Горностаївка
T,en,Grabiv,ru,Грабiв,ua,Грабiв
T,en,Gun'kivka,ru,Гунькiвка,ua,Гунькiвка
T,en,Guchin,ru,Гучин,ua,Гучин
T,en,Danichi,ru,Даничi,ua,Даничi
T,en,Dobrjanka,ru,Добрянка,ua,Добрянка
T,en,Zaderiyivka,ru,Задерiївка,ua,Задерiївка
T,en,Zamglaj,ru,Замглай,ua,Замглай
T,en,Kezi,ru,Кезi,ua,Кезi
T,en,Klubivka,ru,Клубiвка,ua,Клубiвка
T,en,Kraskivs'ke,ru,Краскiвське,ua,Краскiвське
T,en,Lovin',ru,Ловинь,ua,Ловинь
T,en,Ljubech,ru,Любеч,ua,Любеч
T,en,Malij listven,ru,Малий Листвен,ua,Малий Листвен
T,en,Malinivka,ru,Малинiвка,ua,Малинiвка
T,en,Mohnachi,ru,Мохначi,ua,Мохначi
T,en,Nedanchichi,ru,Неданчичi,ua,Неданчичi
T,en,Novi JArilovichi,ru,Новi Яриловичi,ua,Новi Яриловичi
T,en,Novoukrayins'ke,ru,Новоукраїнське,ua,Новоукраїнське
T,en,Oleshnja,ru,Олешня,ua,Олешня
T,en,Petrushi,ru,Петрушi,ua,Петрушi
T,en,Pushkari,ru,Пушкарi,ua,Пушкарi
T,en,Radul',ru,Радуль,ua,Радуль
T,en,Ripki,ru,Рiпки,ua,Рiпки
T,en,Siberezh,ru,Сибереж,ua,Сибереж
T,en,Smoligivka,ru,Смолигiвка,ua,Смолигiвка
T,en,Tarasa shevchenka,ru,Тараса Шевченка,ua,Тараса Шевченка
T,en,Ubizhichi,ru,Убiжичi,ua,Убiжичi
T,en,Arhipivka,ru,Архипiвка,ua,Архипiвка
T,en,Bleshnja,ru,Блешня,ua,Блешня
T,en,Galaganivka,ru,Галаганiвка,ua,Галаганiвка
T,en,Zhadove,ru,Жадове,ua,Жадове
T,en,Zhovtneve,ru,Жовтневе,ua,Жовтневе
T,en,Zaliznij mist,ru,Залiзний Мiст,ua,Залiзний Мiст
T,en,Ivanivka,ru,Iванiвка,ua,Iванiвка
T,en,Karpovichi,ru,Карповичi,ua,Карповичi
T,en,Kostobobriv,ru,Костобобрiв,ua,Костобобрiв
T,en,Leonivka,ru,Леонiвка,ua,Леонiвка
T,en,Losivka,ru,Лосiвка,ua,Лосiвка
T,en,Masheve,ru,Машеве,ua,Машеве
T,en,Medvedivka,ru,Медведiвка,ua,Медведiвка
T,en,Mikolayivka,ru,Миколаївка,ua,Миколаївка
T,en,Oleksandrivka,ru,Олександрiвка,ua,Олександрiвка
T,en,Orlikivka,ru,Орликiвка,ua,Орликiвка
T,en,Pogoril'tsi,ru,Погорiльцi,ua,Погорiльцi
T,en,Progres,ru,Прогрес,ua,Прогрес
T,en,Radomka,ru,Радомка,ua,Радомка
T,en,Semenivka,ru,Семенiвка,ua,Семенiвка
T,en,Stara gutka,ru,Стара Гутка,ua,Стара Гутка
T,en,Timonovichi,ru,Тимоновичi,ua,Тимоновичi
T,en,Topolivka,ru,Тополiвка,ua,Тополiвка
T,en,Hotiyivka,ru,Хотiївка,ua,Хотiївка
T,en,CHornij rig,ru,Чорний Рiг,ua,Чорний Рiг
T,en,Avdiyivka,ru,Авдiївка,ua,Авдiївка
T,en,Bondarivka,ru,Бондарiвка,ua,Бондарiвка
T,en,Butivka,ru,Бутiвка,ua,Бутiвка
T,en,Velike ustja,ru,Велике Устя,ua,Велике Устя
T,en,Vil'shane,ru,Вiльшане,ua,Вiльшане
T,en,Volinka,ru,Волинка,ua,Волинка
T,en,Zagrebellja,ru,Загребелля,ua,Загребелля
T,en,Zmitniv,ru,Змiтнiв,ua,Змiтнiв
T,en,Kiriyivka,ru,Кирiївка,ua,Кирiївка
T,en,Knuti,ru,Кнути,ua,Кнути
T,en,Kozljanichi,ru,Козляничi,ua,Козляничi
T,en,Konjatin,ru,Конятин,ua,Конятин
T,en,Kudrivka,ru,Кудрiвка,ua,Кудрiвка
T,en,Lavi,ru,Лави,ua,Лави
T,en,Matviyivka,ru,Матвiївка,ua,Матвiївка
T,en,Pekariv,ru,Пекарiв,ua,Пекарiв
T,en,Sosnitsja,ru,Сосниця,ua,Сосниця
